#,,0=FMV,0=horizontal,,0=left,from left to right,,,,,,,,,,,,,,-1=no amp,-1=no amp,,,,,,,,,
111,111,1,1,5,0,3,-76.5,-65.25,373.76,15,130.2,1.3,8,8,3,7,4,5,4,-1,-1,1,10,3,-1500,-1,-9999,MRD_x03_y00_z05,MRD_x03_y00_z05,None
112,112,1,1,5,0,4,-61.2,-65.25,373.76,15,130.2,1.3,8,8,4,7,5,5,5,-1,-1,1,10,4,-2000,-1,-9999,MRD_x04_y00_z05,MRD_x04_y00_z05,None
113,113,1,1,5,0,5,-45.9,-65.25,373.76,15,130.2,1.3,8,8,5,7,6,5,6,-1,-1,1,10,5,-2000,-1,-9999,MRD_x05_y00_z05,MRD_x05_y00_z05,None
114,114,1,1,5,0,6,-30.6,-65.25,373.76,15,130.2,1.3,8,8,6,7,7,5,7,-1,-1,1,10,6,-2000,-1,-9999,MRD_x06_y00_z05,MRD_x06_y00_z05,None
115,115,1,1,5,0,7,-15.3,-65.25,373.76,15,130.2,1.3,8,8,7,7,8,5,8,-1,-1,1,10,7,-2000,-1,-9999,MRD_x07_y00_z05,MRD_x07_y00_z05,None
116,116,1,1,5,0,8,0,-65.25,373.76,15,130.2,1.3,8,8,8,7,9,5,9,-1,-1,1,10,8,-2000,-1,-9999,MRD_x08_y00_z05,MRD_x08_y00_z05,None
117,117,1,1,5,0,9,15.3,-65.25,373.76,15,130.2,1.3,8,8,9,7,10,5,10,-1,-1,1,10,9,-2000,-1,-9999,MRD_x09_y00_z05,MRD_x09_y00_z05,None
118,118,1,1,5,0,10,30.6,-65.25,373.76,15,130.2,1.3,8,8,10,7,11,5,11,-1,-1,1,10,10,-2000,-1,-9999,MRD_x10_y00_z05,MRD_x10_y00_z05,None
119,119,1,1,5,0,11,45.9,-65.25,373.76,15,130.2,1.3,8,8,11,7,12,5,12,-1,-1,1,10,11,-2000,-1,-9999,MRD_x11_y00_z05,MRD_x11_y00_z05,None
120,120,1,1,5,0,12,61.2,-65.25,373.76,15,130.2,1.3,8,5,31,6,16,5,13,-1,-1,1,10,12,-2000,-1,-9999,MRD_x12_y00_z05,MRD_x12_y00_z05,Discriminator on slot 7 channel 13 has no NIM outputNone
121,121,1,1,5,0,13,76.5,-65.25,373.76,15,130.2,1.3,8,8,13,7,14,5,14,-1,-1,1,10,13,-2000,-1,-9999,MRD_x13_y00_z05,MRD_x13_y00_z05,None
122,122,1,1,5,0,14,91.8,-65.25,373.76,15,130.2,1.3,8,8,14,7,15,5,15,-1,-1,1,10,14,-2000,-1,-9999,MRD_x14_y00_z05,MRD_x14_y00_z05,None
123,123,1,1,5,0,15,107.1,-65.25,373.76,15,130.2,1.3,8,8,15,7,16,5,16,-1,-1,1,5,14,-1500,-1,-9999,MRD_x15_y00_z05,MRD_x15_y00_z05,None
124,124,1,1,5,0,16,122.4,-65.25,373.76,15,130.2,1.3,8,17,15,16,16,5,17,-1,-1,1,4,14,-2200,-1,-9999,MRD_x16_y00_z05,MRD_x16_y00_z05,None
125,125,1,1,5,1,0,-122.4,65.25,373.76,15,130.2,1.3,8,8,16,9,1,6,1,-1,-1,1,11,0,-2000,-1,-9999,MRD_x00_y01_z05,MRD_x00_y01_z05,None
126,126,1,1,5,1,1,-107.1,65.25,373.76,15,130.2,1.3,8,8,17,9,2,6,2,-1,-1,1,11,1,-2000,-1,-9999,MRD_x01_y01_z05,MRD_x01_y01_z05,possible dischargeNone
127,127,1,1,5,1,2,-91.8,65.25,373.76,15,130.2,1.3,8,8,18,9,3,6,3,-1,-1,1,11,2,-2000,-1,-9999,MRD_x02_y01_z05,MRD_x02_y01_z05,None
128,128,1,1,5,1,3,-76.5,65.25,373.76,15,130.2,1.3,8,8,19,9,4,6,4,-1,-1,1,11,3,-2000,-1,-9999,MRD_x03_y01_z05,MRD_x03_y01_z05,None
129,129,1,1,5,1,4,-61.2,65.25,373.76,15,130.2,1.3,8,8,20,9,5,6,5,-1,-1,1,11,4,-1500,-1,-9999,MRD_x04_y01_z05,MRD_x04_y01_z05,None
130,130,1,1,5,1,5,-45.9,65.25,373.76,15,130.2,1.3,8,8,21,9,6,6,6,-1,-1,1,11,5,-2000,-1,-9999,MRD_x05_y01_z05,MRD_x05_y01_z05,None
131,131,1,1,5,1,6,-30.6,65.25,373.76,15,130.2,1.3,8,8,22,9,7,6,7,-1,-1,1,11,6,-2000,-1,-9999,MRD_x06_y01_z05,MRD_x06_y01_z05,None
132,132,1,1,5,1,7,-15.3,65.25,373.76,15,130.2,1.3,8,8,23,9,8,6,8,-1,-1,1,11,7,-2000,-1,-9999,MRD_x07_y01_z05,MRD_x07_y01_z05,None
133,133,1,1,5,1,8,0,65.25,373.76,15,130.2,1.3,8,8,24,9,9,6,9,-1,-1,1,11,8,-2000,-1,-9999,MRD_x08_y01_z05,MRD_x08_y01_z05,None
134,134,1,1,5,1,9,15.3,65.25,373.76,15,130.2,1.3,8,8,25,9,10,6,10,-1,-1,1,11,9,-2000,-1,-9999,MRD_x09_y01_z05,MRD_x09_y01_z05,None
135,135,1,1,5,1,10,30.6,65.25,373.76,15,130.2,1.3,8,8,26,9,11,6,11,-1,-1,1,11,10,-2000,-1,-9999,MRD_x10_y01_z05,MRD_x10_y01_z05,None
136,136,1,1,5,1,11,45.9,65.25,373.76,15,130.2,1.3,8,8,27,9,12,6,12,-1,-1,1,11,11,-1800,-1,-9999,MRD_x11_y01_z05,MRD_x11_y01_z05,None
137,137,1,1,5,1,12,61.2,65.25,373.76,15,130.2,1.3,8,8,28,9,13,6,13,-1,-1,1,11,12,-2000,-1,-9999,MRD_x12_y01_z05,MRD_x12_y01_z05,None
138,138,1,1,5,1,13,76.5,65.25,373.76,15,130.2,1.3,8,8,29,9,14,6,14,-1,-1,1,11,13,-2000,-1,-9999,MRD_x13_y01_z05,MRD_x13_y01_z05,None
139,139,1,1,5,1,14,91.8,65.25,373.76,15,130.2,1.3,8,8,30,9,15,6,15,-1,-1,1,11,14,-2000,-1,-9999,MRD_x14_y01_z05,MRD_x14_y01_z05,None
140,140,1,1,5,1,15,107.1,65.25,373.76,15,130.2,1.3,8,8,31,9,16,6,16,-1,-1,1,11,15,-2000,-1,-9999,MRD_x15_y01_z05,MRD_x15_y01_z05,None
141,141,1,1,5,1,16,122.4,65.25,373.76,15,130.2,1.3,8,14,31,15,16,6,17,-1,-1,1,4,15,-2000,-1,-9999,MRD_x16_y01_z05,MRD_x16_y01_z05,Now uses y0 z5 spare; Rack 8 slot 18 channel 16 has no NIM output
142,142,1,0,6,0,0,-73.75,-121.8,386.22,147.2,20,0.6,7,8,0,7,1,5,1,-1,-1,1,12,0,-2100,-1,-9999,MRD_x00_y00_z06,MRD_x00_y00_z06,None
143,143,1,0,6,0,1,-73.75,-101.5,386.22,147.2,20,0.6,7,8,1,7,2,5,2,-1,-1,1,12,1,-2100,-1,-9999,MRD_x00_y01_z06,MRD_x00_y01_z06,None
144,144,1,0,6,0,2,-73.75,-81.2,386.22,147.2,20,0.6,7,8,2,7,3,5,3,-1,-1,1,12,2,-2100,-1,-9999,MRD_x00_y02_z06,MRD_x00_y02_z06,None
145,145,1,0,6,0,3,-73.75,-60.9,386.22,147.2,20,0.6,7,8,3,7,4,5,4,-1,-1,1,12,3,-2100,-1,-9999,MRD_x00_y03_z06,MRD_x00_y03_z06,None
146,146,1,0,6,0,4,-73.75,-40.6,386.22,147.2,20,0.6,7,8,4,7,5,5,5,-1,-1,1,12,4,-2100,-1,-9999,MRD_x00_y04_z06,MRD_x00_y04_z06,None
147,147,1,0,6,0,5,-73.75,-20.3,386.22,147.2,20,0.6,7,8,5,7,6,5,6,-1,-1,1,12,5,-2100,-1,-9999,MRD_x00_y05_z06,MRD_x00_y05_z06,None
148,148,1,0,6,0,6,-73.75,0,386.22,147.2,20,0.6,7,8,6,7,7,5,7,-1,-1,1,12,6,-2100,-1,-9999,MRD_x00_y06_z06,MRD_x00_y06_z06,None
149,149,1,0,6,0,7,-73.75,20.3,386.22,147.2,20,0.6,7,8,7,7,8,5,8,-1,-1,1,12,7,-2100,-1,-9999,MRD_x00_y07_z06,MRD_x00_y07_z06,None
150,150,1,0,6,0,8,-73.75,40.6,386.22,147.2,20,0.6,7,8,8,7,9,5,9,-1,-1,1,12,8,-2100,-1,-9999,MRD_x00_y08_z06,MRD_x00_y08_z06,None
151,151,1,0,6,0,9,-73.75,60.9,386.22,147.2,20,0.6,7,8,9,7,10,5,10,-1,-1,1,12,9,-2100,-1,-9999,MRD_x00_y09_z06,MRD_x00_y09_z06,None
152,152,1,0,6,0,10,-73.75,81.2,386.22,147.2,20,0.6,7,8,10,7,11,5,11,-1,-1,1,12,10,-2100,-1,-9999,MRD_x00_y10_z06,MRD_x00_y10_z06,None
153,153,1,0,6,0,11,-73.75,101.5,386.22,147.2,20,0.6,7,8,11,7,12,5,12,-1,-1,1,12,11,-2100,-1,-9999,MRD_x00_y11_z06,MRD_x00_y11_z06,None
154,154,1,0,6,0,12,-73.75,121.8,386.22,147.2,20,0.6,7,8,12,7,13,5,13,-1,-1,1,12,12,-2100,-1,-9999,MRD_x00_y12_z06,MRD_x00_y12_z06,None
155,155,1,0,6,1,0,73.75,-121.8,386.22,147.2,20,0.6,7,8,16,9,1,6,1,-1,-1,1,13,0,-1900,-1,-9999,MRD_x01_y00_z06,MRD_x01_y00_z06,None
156,156,1,0,6,1,1,73.75,-101.5,386.22,147.2,20,0.6,7,8,17,9,2,6,2,-1,-1,1,13,1,-2100,-1,-9999,MRD_x01_y01_z06,MRD_x01_y01_z06,None
157,157,1,0,6,1,2,73.75,-81.2,386.22,147.2,20,0.6,7,8,18,9,3,6,3,-1,-1,1,13,2,-2100,-1,-9999,MRD_x01_y02_z06,MRD_x01_y02_z06,None
158,158,1,0,6,1,3,73.75,-60.9,386.22,147.2,20,0.6,7,8,19,9,4,6,4,-1,-1,1,13,3,-2100,-1,-9999,MRD_x01_y03_z06,MRD_x01_y03_z06,None
159,159,1,0,6,1,4,73.75,-40.6,386.22,147.2,20,0.6,7,8,20,9,5,6,5,-1,-1,1,13,4,-2100,-1,-9999,MRD_x01_y04_z06,MRD_x01_y04_z06,None
160,160,1,0,6,1,5,73.75,-20.3,386.22,147.2,20,0.6,7,8,21,9,6,6,6,-1,-1,1,13,5,-2100,-1,-9999,MRD_x01_y05_z06,MRD_x01_y05_z06,None
161,161,1,0,6,1,6,73.75,0,386.22,147.2,20,0.6,7,8,22,9,7,6,7,-1,-1,1,13,6,-2100,-1,-9999,MRD_x01_y06_z06,MRD_x01_y06_z06,None
162,162,1,0,6,1,7,73.75,20.3,386.22,147.2,20,0.6,7,8,23,9,8,6,8,-1,-1,1,13,7,-2100,-1,-9999,MRD_x01_y07_z06,MRD_x01_y07_z06,None
163,163,1,0,6,1,8,73.75,40.6,386.22,147.2,20,0.6,7,8,24,9,9,6,9,-1,-1,1,13,8,-2100,-1,-9999,MRD_x01_y08_z06,MRD_x01_y08_z06,None
164,164,1,0,6,1,9,73.75,60.9,386.22,147.2,20,0.6,7,8,25,9,10,6,10,-1,-1,1,13,9,-1900,-1,-9999,MRD_x01_y09_z06,MRD_x01_y09_z06,None
165,165,1,0,6,1,10,73.75,81.2,386.22,147.2,20,0.6,7,8,26,9,11,6,11,-1,-1,1,13,10,-2100,-1,-9999,MRD_x01_y10_z06,MRD_x01_y10_z06,None
166,166,1,0,6,1,11,73.75,101.5,386.22,147.2,20,0.6,7,8,27,9,12,6,12,-1,-1,1,13,11,-2100,-1,-9999,MRD_x01_y11_z06,MRD_x01_y11_z06,None
167,167,1,0,6,1,12,73.75,121.8,386.22,147.2,20,0.6,7,8,28,9,13,6,13,-1,-1,1,13,12,-2100,-1,-9999,MRD_x01_y12_z06,MRD_x01_y12_z06,None
168,168,1,1,7,0,1,-121.8,-65.25,398.33,20,130.2,0.6,8,11,1,10,2,7,2,1,3,1,14,1,-1500,-1,-9999,MRD_x01_y00_z07,MRD_x01_y00_z07,None
169,169,1,1,7,0,2,-101.5,-65.25,398.33,20,130.2,0.6,8,11,2,10,3,7,3,1,5,1,14,2,-1500,-1,-9999,MRD_x02_y00_z07,MRD_x02_y00_z07,None
170,170,1,1,7,0,3,-81.2,-65.25,398.33,20,130.2,0.6,8,11,3,10,4,7,4,1,7,1,14,3,-1500,-1,-9999,MRD_x03_y00_z07,MRD_x03_y00_z07,None
171,171,1,1,7,0,4,-60.9,-65.25,398.33,20,130.2,0.6,8,11,4,10,5,7,5,1,9,1,14,4,-1500,-1,-9999,MRD_x04_y00_z07,MRD_x04_y00_z07,None
172,172,1,1,7,0,5,-40.6,-65.25,398.33,20,130.2,0.6,8,11,5,10,6,7,6,1,11,1,14,5,-1500,-1,-9999,MRD_x05_y00_z07,MRD_x05_y00_z07,None
173,173,1,1,7,0,6,-20.3,-65.25,398.33,20,130.2,0.6,8,11,6,10,7,7,7,1,13,1,14,6,-1500,-1,-9999,MRD_x06_y00_z07,MRD_x06_y00_z07,None
174,174,1,1,7,0,7,0,-65.25,398.33,20,130.2,0.6,8,11,7,10,8,7,8,12,2,1,14,7,-1500,-1,-9999,MRD_x07_y00_z07,MRD_x07_y00_z07,None
175,175,1,1,7,0,8,20.3,-65.25,398.33,20,130.2,0.6,8,11,8,10,9,7,9,12,4,1,14,8,-1500,-1,-9999,MRD_x08_y00_z07,MRD_x08_y00_z07,None
176,176,1,1,7,0,9,40.6,-65.25,398.33,20,130.2,0.6,8,11,9,10,10,7,10,12,6,1,14,9,-1500,-1,-9999,MRD_x09_y00_z07,MRD_x09_y00_z07,None
177,177,1,1,7,0,10,60.9,-65.25,398.33,20,130.2,0.6,8,11,10,10,11,7,11,12,8,1,14,10,-1500,-1,-9999,MRD_x10_y00_z07,MRD_x10_y00_z07,None
178,178,1,1,7,0,11,81.2,-65.25,398.33,20,130.2,0.6,8,11,11,10,12,7,12,12,10,1,14,11,-1500,-1,-9999,MRD_x11_y00_z07,MRD_x11_y00_z07,None
179,179,1,1,7,0,12,101.5,-65.25,398.33,20,130.2,0.6,8,11,12,10,13,7,13,12,12,1,14,12,-1500,-1,-9999,MRD_x12_y00_z07,MRD_x12_y00_z07,None
180,180,1,1,7,0,13,121.8,-65.25,398.33,20,130.2,0.6,8,11,13,10,14,7,14,12,14,1,14,13,-1500,-1,-9999,MRD_x13_y00_z07,MRD_x13_y00_z07,None
181,181,1,1,7,1,1,-121.8,65.25,398.33,20,130.2,0.6,8,11,17,12,2,8,2,1,4,1,15,1,-1500,-1,-9999,MRD_x01_y01_z07,MRD_x01_y01_z07,None
182,182,1,1,7,1,2,-101.5,65.25,398.33,20,130.2,0.6,8,11,18,12,3,8,3,1,6,1,15,2,-1500,-1,-9999,MRD_x02_y01_z07,MRD_x02_y01_z07,None
183,183,1,1,7,1,3,-81.2,65.25,398.33,20,130.2,0.6,8,11,19,12,4,8,4,1,8,1,15,3,-1300,-1,-9999,MRD_x03_y01_z07,MRD_x03_y01_z07,None
184,184,1,1,7,1,4,-60.9,65.25,398.33,20,130.2,0.6,8,11,20,12,5,8,5,1,10,1,15,4,-1500,-1,-9999,MRD_x04_y01_z07,MRD_x04_y01_z07,None
185,185,1,1,7,1,5,-40.6,65.25,398.33,20,130.2,0.6,8,11,21,12,6,8,6,1,12,1,15,5,-2000,-1,-9999,MRD_x05_y01_z07,MRD_x05_y01_z07,None
186,186,1,1,7,1,6,-20.3,65.25,398.33,20,130.2,0.6,8,11,22,12,7,8,7,1,14,1,15,6,-2000,-1,-9999,MRD_x06_y01_z07,MRD_x06_y01_z07,None
187,187,1,1,7,1,7,0,65.25,398.33,20,130.2,0.6,8,11,23,12,8,8,8,12,1,1,15,7,-2000,-1,-9999,MRD_x07_y01_z07,MRD_x07_y01_z07,None
188,188,1,1,7,1,8,20.3,65.25,398.33,20,130.2,0.6,8,11,24,12,9,8,9,12,3,1,15,8,-2000,-1,-9999,MRD_x08_y01_z07,MRD_x08_y01_z07,None
189,189,1,1,7,1,9,40.6,65.25,398.33,20,130.2,0.6,8,11,25,12,10,8,10,12,5,1,15,9,-1500,-1,-9999,MRD_x09_y01_z07,MRD_x09_y01_z07,None
190,190,1,1,7,1,10,60.9,65.25,398.33,20,130.2,0.6,8,11,26,12,11,8,11,12,7,1,15,10,-1500,-1,-9999,MRD_x10_y01_z07,MRD_x10_y01_z07,None
191,191,1,1,7,1,11,81.2,65.25,398.33,20,130.2,0.6,8,11,27,12,12,8,12,12,9,1,15,11,-1500,-1,-9999,MRD_x11_y01_z07,MRD_x11_y01_z07,None
192,192,1,1,7,1,12,101.5,65.25,398.33,20,130.2,0.6,8,11,28,12,13,8,13,12,11,1,15,12,-1500,-1,-9999,MRD_x12_y01_z07,MRD_x12_y01_z07,None
193,193,1,1,7,1,13,121.8,65.25,398.33,20,130.2,0.6,8,11,29,12,14,8,14,12,13,1,15,13,-1500,-1,-9999,MRD_x13_y01_z07,MRD_x13_y01_z07,None
194,194,1,0,8,0,0,-73.75,-121.8,410.44,147.2,20,0.6,7,11,0,10,1,7,1,-1,-1,1,0,0,2100,1,EMI 9939B,MRD_x00_y00_z08,MRD_x00_y00_z08,None
195,195,1,0,8,0,1,-73.75,-101.5,410.44,147.2,20,0.6,7,11,1,10,2,7,2,-1,-1,1,0,1,2100,1,EMI 9939B,MRD_x00_y01_z08,MRD_x00_y01_z08,None
196,196,1,0,8,0,2,-73.75,-81.2,410.44,147.2,20,0.6,7,11,2,10,3,7,3,-1,-1,1,0,2,2100,1,EMI 9939B,MRD_x00_y02_z08,MRD_x00_y02_z08,None
197,197,1,0,8,0,3,-73.75,-60.9,410.44,147.2,20,0.6,7,11,3,10,4,7,4,-1,-1,1,0,3,2100,1,EMI 9939B,MRD_x00_y03_z08,MRD_x00_y03_z08,None
198,198,1,0,8,0,4,-73.75,-40.6,410.44,147.2,20,0.6,7,11,4,10,5,7,5,-1,-1,1,0,4,2100,1,EMI 9939B,MRD_x00_y04_z08,MRD_x00_y04_z08,None
199,199,1,0,8,0,5,-73.75,-20.3,410.44,147.2,20,0.6,7,11,5,10,6,7,6,-1,-1,1,0,5,2100,1,EMI 9939B,MRD_x00_y05_z08,MRD_x00_y05_z08,None
200,200,1,0,8,0,6,-73.75,0,410.44,147.2,20,0.6,7,11,6,10,7,7,7,-1,-1,1,0,6,2100,1,EMI 9939B,MRD_x00_y06_z08,MRD_x00_y06_z08,None
201,201,1,0,8,0,7,-73.75,20.3,410.44,147.2,20,0.6,7,11,7,10,8,7,8,-1,-1,1,0,7,2100,1,EMI 9939B,MRD_x00_y07_z08,MRD_x00_y07_z08,None
202,202,1,0,8,0,8,-73.75,40.6,410.44,147.2,20,0.6,7,11,8,10,9,7,9,-1,-1,1,0,8,2100,1,EMI 9939B,MRD_x00_y08_z08,MRD_x00_y08_z08,None
203,203,1,0,8,0,9,-73.75,60.9,410.44,147.2,20,0.6,7,11,9,10,10,7,10,-1,-1,1,0,9,2100,1,EMI 9939B,MRD_x00_y09_z08,MRD_x00_y09_z08,None
204,204,1,0,8,0,10,-73.75,81.2,410.44,147.2,20,0.6,7,11,10,10,11,7,11,-1,-1,1,0,10,2100,1,EMI 9939B,MRD_x00_y10_z08,MRD_x00_y10_z08,None
205,205,1,0,8,0,11,-73.75,101.5,410.44,147.2,20,0.6,7,11,11,10,12,7,12,-1,-1,1,0,11,2100,1,EMI 9939B,MRD_x00_y11_z08,MRD_x00_y11_z08,None
206,206,1,0,8,0,12,-73.75,121.8,410.44,147.2,20,0.6,7,11,12,10,13,7,13,-1,-1,1,0,12,2100,1,EMI 9939B,MRD_x00_y12_z08,MRD_x00_y12_z08,None
207,207,1,0,8,1,0,73.75,-121.8,410.44,147.2,20,0.6,7,11,16,12,1,8,1,-1,-1,1,1,13,2100,1,EMI 9939B,MRD_x01_y00_z08,MRD_x01_y00_z08,< HV 1-1-0 is brokenNone
208,208,1,0,8,1,1,73.75,-101.5,410.44,147.2,20,0.6,7,11,17,12,2,8,2,-1,-1,1,1,1,2100,1,EMI 9939B,MRD_x01_y01_z08,MRD_x01_y01_z08,None
209,209,1,0,8,1,2,73.75,-81.2,410.44,147.2,20,0.6,7,11,18,12,3,8,3,-1,-1,1,1,2,2100,1,EMI 9939B,MRD_x01_y02_z08,MRD_x01_y02_z08,None
210,210,1,0,8,1,3,73.75,-60.9,410.44,147.2,20,0.6,7,11,19,12,4,8,4,-1,-1,1,1,3,2100,1,EMI 9939B,MRD_x01_y03_z08,MRD_x01_y03_z08,None
211,211,1,0,8,1,4,73.75,-40.6,410.44,147.2,20,0.6,7,11,20,12,5,8,5,-1,-1,1,1,4,2100,1,EMI 9939B,MRD_x01_y04_z08,MRD_x01_y04_z08,None
212,212,1,0,8,1,5,73.75,-20.3,410.44,147.2,20,0.6,7,11,21,12,6,8,6,-1,-1,1,1,5,2100,1,EMI 9939B,MRD_x01_y05_z08,MRD_x01_y05_z08,None
213,213,1,0,8,1,6,73.75,0,410.44,147.2,20,0.6,7,11,22,12,7,8,7,-1,-1,1,1,6,2100,1,EMI 9939B,MRD_x01_y06_z08,MRD_x01_y06_z08,None
214,214,1,0,8,1,7,73.75,20.3,410.44,147.2,20,0.6,7,11,23,12,8,8,8,-1,-1,1,1,7,2100,1,EMI 9939B,MRD_x01_y07_z08,MRD_x01_y07_z08,None
215,215,1,0,8,1,8,73.75,40.6,410.44,147.2,20,0.6,7,11,24,12,9,8,9,-1,-1,1,1,8,2100,1,EMI 9939B,MRD_x01_y08_z08,MRD_x01_y08_z08,None
216,216,1,0,8,1,9,73.75,60.9,410.44,147.2,20,0.6,7,11,25,12,10,8,10,-1,-1,1,1,9,2100,1,EMI 9939B,MRD_x01_y09_z08,MRD_x01_y09_z08,None
217,217,1,0,8,1,10,73.75,81.2,410.44,147.2,20,0.6,7,11,26,12,11,8,11,-1,-1,1,1,10,2100,1,EMI 9939B,MRD_x01_y10_z08,MRD_x01_y10_z08,None
218,218,1,0,8,1,11,73.75,101.5,410.44,147.2,20,0.6,7,11,27,12,12,8,12,-1,-1,1,1,11,2100,1,EMI 9939B,MRD_x01_y11_z08,MRD_x01_y11_z08,None
219,219,1,0,8,1,12,73.75,121.8,410.44,147.2,20,0.6,7,11,28,12,13,8,13,-1,-1,1,1,12,2100,1,EMI 9939B,MRD_x01_y12_z08,MRD_x01_y12_z08,None
220,220,1,1,9,0,0,-142.1,-65.25,422.55,20,130.2,0.6,8,14,0,13,1,9,1,2,1,2,0,0,-1500,-1,-9999,MRD_x00_y00_z09,MRD_x00_y00_z09,None
221,221,1,1,9,0,1,-121.8,-65.25,422.55,20,130.2,0.6,8,14,1,13,2,9,2,2,3,2,0,1,-1500,-1,-9999,MRD_x01_y00_z09,MRD_x01_y00_z09,None
